DR;CD_ORGAO;ORGAO;AG_POSTAGEM;DT_POSTAGEM;ETIQUETA;SERVICO;VLR_MEDIDA;CD_GRUPO_PAIS_DESTINO;CEP_DESTINO;VLR_COBRADO_DESTINATARIO;VLR_DECLARADO;COD_ADM;PRODUTO;QTDE_PRESTADA;VLR_SERVICO;VLR_DESCONTO;ACRESCIMO;VLR_FINAL;CARTAO;DOCUMENTO;SERVIÇO_ADICIONAL;NOME_SERVICO;CONTRATO;ATENDIMENTO;DT_MOV
GO;16300793;AC RUBIATABA;16300793;06/04/2020;OD786909126BR;4170;0,09;0;05001000;0;0;10273107;0;1;64,84;0;0;64,84;00071939954;368082720      ;  -  -  -  -  ;SEDEX REVERSO ESPELHO 04162;9912262040     ;83276858   ;06/04/2020
GO;16300793;AC RUBIATABA;16300793;06/04/2020;JU544279344BR;12483;0,025;0;89804440;0;0;0;0;1;9,2;0;0;9,2;00000000000;               ;24-  -  -  -  ;CARTA REGISTRADA À VISTA;               ;83276858   ;06/04/2020
GO;16300793;AC RUBIATABA;16300793;06/04/2020;IF819017415BR;34207;0;0;00000000;0;0;0;0;1;7;0;0;7;00000000000;               ;  -  -  -  -  ;CPF - INSCRIÇÃO;               ;83276858   ;06/04/2020
GO;16300793;AC RUBIATABA;16300793;06/04/2020;OD786909112BR;4014;0,09;0;68590000;0;0;0;0;1;98;0;0;98;00000000000;               ;  -  -  -  -  ;SEDEX A VISTA;               ;83276858   ;06/04/2020
GO;16300793;AC RUBIATABA;16300793;06/04/2020;PM589378951BR;4510;0,511;0;77700000;0;0;0;0;1;29,4;0;0;29,4;00000000000;               ;  -  -  -  -  ;PAC A VISTA;               ;83276858   ;06/04/2020
GO;16300793;AC RUBIATABA;16300793;03/04/2020;PM589378948BR;4677;0,223;0;04469000;0;21;11169800;0;1;42,88;0;0;42,88;00071109641;367973628      ;64-  -  -  -  ;PAC REVERSO ESPELHO 04669;9912278851     ;83276858   ;03/04/2020
GO;16300793;AC RUBIATABA;16300793;03/04/2020;OD786909109BR;4553;1,123;0;75113630;0;0;14281074;0;1;26,95;0;0;26,95;00069559368;367968268      ;  -  -  -  -  ;SEDEX CONTRATO AGENCIA TA;9912355440     ;83276858   ;03/04/2020
GO;16300793;AC RUBIATABA;16300793;03/04/2020;PM589378934BR;4510;0,081;0;74394705;0;0;0;0;1;24,3;0;0;24,3;00000000000;               ;  -  -  -  -  ;PAC A VISTA;               ;83276858   ;03/04/2020
GO;16300793;AC RUBIATABA;16300793;03/04/2020;PM589378925BR;4510;0,25;0;71670330;0;0;0;0;1;29,4;0;0;29,4;00000000000;               ;  -  -  -  -  ;PAC A VISTA;               ;83276858   ;03/04/2020
GO;16300793;AC RUBIATABA;16300793;03/04/2020;OD786909090BR;4014;0,11;0;17602140;0;0;0;0;1;85,5;0;0;85,5;00000000000;               ;  -  -  -  -  ;SEDEX A VISTA;               ;83276858   ;03/04/2020
GO;16300793;AC RUBIATABA;16300793;03/04/2020;JU544279287BR;12483;0,025;0;76350000;0;0;0;0;1;15,55;0;0;15,55;00000000000;               ;24-39-  -  -  ;CARTA REGISTRADA À VISTA;               ;83276858   ;03/04/2020
GO;16300793;AC RUBIATABA;16300793;03/04/2020;JU544279300BR;12483;0,025;0;76350000;0;0;0;0;1;15,55;0;0;15,55;00000000000;               ;24-39-  -  -  ;CARTA REGISTRADA À VISTA;               ;83276858   ;03/04/2020
GO;16300793;AC RUBIATABA;16300793;03/04/2020;JU544279313BR;12483;0,025;0;76350000;0;0;0;0;1;15,55;0;0;15,55;00000000000;               ;24-39-  -  -  ;CARTA REGISTRADA À VISTA;               ;83276858   ;03/04/2020
GO;16300793;AC RUBIATABA;16300793;03/04/2020;JU544279327BR;12483;0,025;0;76350000;0;0;0;0;1;15,55;0;0;15,55;00000000000;               ;24-39-  -  -  ;CARTA REGISTRADA À VISTA;               ;83276858   ;03/04/2020
GO;16300793;AC RUBIATABA;16300793;03/04/2020;JU544279335BR;12483;0,025;0;76350000;0;0;0;0;1;15,55;0;0;15,55;00000000000;               ;24-39-  -  -  ;CARTA REGISTRADA À VISTA;               ;83276858   ;03/04/2020
GO;16300793;AC RUBIATABA;16300793;03/04/2020;JU544279295BR;12483;0,025;0;71882271;0;0;0;0;1;15,55;0;0;15,55;00000000000;               ;24-39-  -  -  ;CARTA REGISTRADA À VISTA;               ;83276858   ;03/04/2020
GO;16300793;AC RUBIATABA;16300793;03/04/2020;JU544279273BR;12483;0,1;0;77020012;0;0;0;0;1;16,65;0;0;16,65;00000000000;               ;24-39-  -  -  ;CARTA REGISTRADA À VISTA;               ;83276858   ;03/04/2020
GO;16300793;AC RUBIATABA;16300793;03/04/2020;OD786909086BR;4014;0,14;0;74093300;0;0;0;0;1;25,8;0;0;25,8;00000000000;               ;  -  -  -  -  ;SEDEX A VISTA;               ;83276858   ;03/04/2020
GO;16300793;AC RUBIATABA;16300793;03/04/2020;PM589378917BR;4677;7,41;0;15840000;0;348,49;16338014;0;1;101,91;0;0;101,91;00072830611;367919827      ;64-  -  -  -  ;PAC REVERSO ESPELHO 04669;9912406515     ;83276858   ;03/04/2020
GO;16300793;AC RUBIATABA;16300793;02/04/2020;PM589378903BR;4677;0,186;0;04707000;0;0;14179172;0;1;42,87;0;0;42,87;00069124400;367859098      ;  -  -  -  -  ;PAC REVERSO ESPELHO 04669;9912350340     ;83276858   ;02/04/2020
GO;16300793;AC RUBIATABA;16300793;02/04/2020;JU544279260BR;12483;0,035;0;74015010;0;0;0;0;1;9,2;0;0;9,2;00000000000;               ;24-  -  -  -  ;CARTA REGISTRADA À VISTA;               ;83276858   ;02/04/2020
GO;16300793;AC RUBIATABA;16300793;02/04/2020;IF819017407BR;34223;0;0;00000000;0;0;0;0;1;7;0;0;7;00000000000;               ;  -  -  -  -  ;CPF - ALTERAÇÃO;               ;83276858   ;02/04/2020
GO;16300793;AC RUBIATABA;16300793;02/04/2020;PM589378894BR;4510;0,807;0;72135120;0;0;0;0;1;29,4;0;0;29,4;00000000000;               ;  -  -  -  -  ;PAC A VISTA;               ;83276858   ;02/04/2020
GO;16300793;AC RUBIATABA;16300793;02/04/2020;OJ086694412BR;4162;0,5;0;75832066;0;0;11169800;0;1;18,84;0;0;18,84;00067059090;5652722        ;  -  -  -  -  ;SEDEX CONTRATO AGENCIA;9912278851     ;83276858   ;02/04/2020
GO;16300793;AC RUBIATABA;16300793;02/04/2020;IF819017398BR;34240;0;0;00000000;0;0;0;0;1;7;0;0;7;00000000000;               ;  -  -  -  -  ;CPF - REGULARIZAÇÃO;               ;83276858   ;02/04/2020
GO;16300793;AC RUBIATABA;16300793;02/04/2020;PM589378885BR;4677;0,517;0;13609417;0;21;11169800;0;1;44,46;0;0;44,46;00071109641;367834388      ;64-  -  -  -  ;PAC REVERSO ESPELHO 04669;9912278851     ;83276858   ;02/04/2020
GO;16300793;AC RUBIATABA;16300793;02/04/2020;             ;34479;0,1;0;00000000;0;0;11205709;0;1;24,78;0;0;24,78;00062267655;367815414      ;  -  -  -  -  ;SEGURO DPVAT ATE 300 G;9912280636     ;83276858   ;02/04/2020
GO;16300793;AC RUBIATABA;16300793;02/04/2020;OD786909072BR;12165;0,1;0;20011904;0;0;11205709;0;1;30,43;0;0;30,43;00062267655;367815414      ;  -  -  -  -  ;POSTAL RESPOSTA DPVAT;9912280636     ;83276858   ;02/04/2020
GO;16300793;AC RUBIATABA;16300793;02/04/2020;JU544279256BR;12483;0,025;0;76350000;0;0;0;0;1;15,55;0;0;15,55;00000000000;               ;24-39-  -  -  ;CARTA REGISTRADA À VISTA;               ;83276858   ;02/04/2020
GO;16300793;AC RUBIATABA;16300793;02/04/2020;JU544279242BR;12483;0,03;0;86067200;0;0;0;0;1;9,2;0;0;9,2;00000000000;               ;24-  -  -  -  ;CARTA REGISTRADA À VISTA;               ;83276858   ;02/04/2020
GO;16300793;AC RUBIATABA;16300793;02/04/2020;JU544279239BR;12483;0,035;0;74805070;0;0;0;0;1;15,55;0;0;15,55;00000000000;               ;24-39-  -  -  ;CARTA REGISTRADA À VISTA;               ;83276858   ;02/04/2020
GO;16300793;AC RUBIATABA;16300793;02/04/2020;PW581783922BR;4669;0,248;0;78790000;0;0;11169800;0;1;25,54;0;0;25,54;00067059090;6948202        ;  -  -  -  -  ;PAC CONTRATO AGENCIA;9912278851     ;83276858   ;02/04/2020
GO;16300793;AC RUBIATABA;16300793;02/04/2020;PW588461581BR;4669;0,173;0;59955000;0;0;11169800;0;1;69,93;0;0;69,93;00067059090;7070535        ;  -  -  -  -  ;PAC CONTRATO AGENCIA;9912278851     ;83276858   ;02/04/2020
GO;16300793;AC RUBIATABA;16300793;02/04/2020;OD786909069BR;4014;0,025;0;76540000;0;0;0;0;1;25,8;0;0;25,8;00000000000;               ;  -  -  -  -  ;SEDEX A VISTA;               ;83276858   ;02/04/2020
GO;16300793;AC RUBIATABA;16300793;01/04/2020;PM589378877BR;4677;0,34;0;89110170;0;221,8;17352126;0;1;62,09;0;0;62,09;00073596159;367760004      ;64-  -  -  -  ;PAC REVERSO ESPELHO 04669;9912425470     ;83276858   ;01/04/2020
GO;16300793;AC RUBIATABA;16300793;01/04/2020;PM589378863BR;4936;0,45;0;20941970;0;125,6;13436228;0;1;51,31;0;0;51,31;00068034008;367746809      ;15-64-  -  -  ;PAC REVERSO TA ESPELHO 04596;9912337197     ;83276858   ;01/04/2020
GO;16300793;AC RUBIATABA;16300793;01/04/2020;OD786909055BR;4014;0,28;0;01036900;0;0;0;0;1;91,85;0;0;91,85;00000000000;               ;39-  -  -  -  ;SEDEX A VISTA;               ;83276858   ;01/04/2020
GO;16300793;AC RUBIATABA;16300793;01/04/2020;JU544279208BR;12483;0,03;0;15505160;0;0;0;0;1;9,2;0;0;9,2;00000000000;               ;24-  -  -  -  ;CARTA REGISTRADA À VISTA;               ;83276858   ;01/04/2020
GO;16300793;AC RUBIATABA;16300793;01/04/2020;JU544279225BR;12483;0,03;0;36190000;0;0;0;0;1;9,2;0;0;9,2;00000000000;               ;24-  -  -  -  ;CARTA REGISTRADA À VISTA;               ;83276858   ;01/04/2020
GO;16300793;AC RUBIATABA;16300793;01/04/2020;JU544279211BR;12483;0,03;0;15520000;0;0;0;0;1;9,2;0;0;9,2;00000000000;               ;24-  -  -  -  ;CARTA REGISTRADA À VISTA;               ;83276858   ;01/04/2020
GO;16300793;AC RUBIATABA;16300793;28/04/2020;PM589379585BR;4677;1,73;0;37640902;0;0;11328401;0;1;49,08;0;0;49,08;00062758870;370499498      ;  -  -  -  -  ;PAC REVERSO ESPELHO 04669;9912286743     ;83450505   ;28/04/2020
GO;16300793;AC RUBIATABA;16300793;28/04/2020;PM589379594BR;4677;1;0;13069135;0;21;11169800;0;1;44,46;0;0;44,46;00071109641;370518343      ;64-  -  -  -  ;PAC REVERSO ESPELHO 04669;9912278851     ;83450505   ;28/04/2020
GO;16300793;AC RUBIATABA;16300793;29/04/2020;JU544280095BR;12483;0,022;0;86800600;0;0;0;0;1;15,55;0;0;15,55;00000000000;               ;24-39-  -  -  ;CARTA REGISTRADA À VISTA;               ;83450505   ;29/04/2020
GO;16300793;AC RUBIATABA;16300793;29/04/2020;PM589379603BR;4510;0,53;0;38780000;0;400;0;0;1;49,34;0;0;49,34;00000000000;               ;64-39-  -  -  ;PAC A VISTA;               ;83450505   ;29/04/2020
GO;16300793;AC RUBIATABA;16300793;29/04/2020;JU544280104BR;12483;0,017;0;75490000;0;0;0;0;1;8,4;0;0;8,4;00000000000;               ;24-  -  -  -  ;CARTA REGISTRADA À VISTA;               ;83450505   ;29/04/2020
GO;16300793;AC RUBIATABA;16300793;29/04/2020;OD786909713BR;4014;0,1;0;76520000;0;0;0;0;1;25,8;0;0;25,8;00000000000;               ;  -  -  -  -  ;SEDEX A VISTA;               ;83450505   ;29/04/2020
GO;16300793;AC RUBIATABA;16300793;29/04/2020;OD786909727BR;4014;0,9;0;74893260;0;0;0;0;1;27,7;0;0;27,7;00000000000;               ;  -  -  -  -  ;SEDEX A VISTA;               ;83450505   ;29/04/2020
GO;16300793;AC RUBIATABA;16300793;29/04/2020;OD786909735BR;4014;0,315;0;75780000;0;0;0;0;1;27,7;0;0;27,7;00000000000;               ;  -  -  -  -  ;SEDEX A VISTA;               ;83450505   ;29/04/2020
GO;16300793;AC RUBIATABA;16300793;29/04/2020;IF819017512BR;34223;0;0;00000000;0;0;0;0;1;7;0;0;7;00000000000;               ;  -  -  -  -  ;CPF - ALTERAÇÃO;               ;83450505   ;29/04/2020
GO;16300793;AC RUBIATABA;16300793;29/04/2020;PM589379617BR;4677;0,317;0;14403085;0;21;11169800;0;1;42,88;0;0;42,88;00071109641;370603877      ;64-  -  -  -  ;PAC REVERSO ESPELHO 04669;9912278851     ;83450505   ;29/04/2020
GO;16300793;AC RUBIATABA;16300793;29/04/2020;JU544280118BR;12483;0,013;0;37480000;0;0;0;0;1;14,75;0;0;14,75;00000000000;               ;24-39-  -  -  ;CARTA REGISTRADA À VISTA;               ;83450505   ;29/04/2020
GO;16300793;AC RUBIATABA;16300793;29/04/2020;OD786909744BR;4162;0,279;0;38400632;0;0;10139109;0;1;57,14;0;0;57,14;00075244993;370634649      ;  -  -  -  -  ;SEDEX CONTRATO AGENCIA;9912255399     ;83450505   ;29/04/2020
GO;16300793;AC RUBIATABA;16300793;29/04/2020;JU544280121BR;10065;0,045;0;74210040;0;0;17041821;0;1;15,55;0;0;15,55;00072987952;370639228      ;01-25-  -  -  ;CARTA A FATURAR CHANCELA;9912409959     ;83450505   ;29/04/2020
GO;16300793;AC RUBIATABA;16300793;29/04/2020;JU544280299BR;10065;0,038;0;74643010;0;0;11311649;0;1;15,55;0;0;15,55;00062627490;370650717      ;01-25-  -  -  ;CARTA A FATURAR CHANCELA;9912285916     ;83450505   ;29/04/2020
GO;16300793;AC RUBIATABA;16300793;29/04/2020;JU544280308BR;10065;0,038;0;76350000;0;0;11311649;0;1;15,55;0;0;15,55;00062627490;370650717      ;01-25-  -  -  ;CARTA A FATURAR CHANCELA;9912285916     ;83450505   ;29/04/2020
GO;16300793;AC RUBIATABA;16300793;29/04/2020;JU544280206BR;10065;0,038;0;74911772;0;0;11311649;0;1;9,2;0;0;9,2;00062627490;370650717      ;25-  -  -  -  ;CARTA A FATURAR CHANCELA;9912285916     ;83450505   ;29/04/2020
GO;16300793;AC RUBIATABA;16300793;29/04/2020;JU544280311BR;10065;0,058;0;75696030;0;0;11311649;0;1;16,65;0;0;16,65;00062627490;370650717      ;01-25-  -  -  ;CARTA A FATURAR CHANCELA;9912285916     ;83450505   ;29/04/2020
GO;16300793;AC RUBIATABA;16300793;29/04/2020;JU544280325BR;10065;0,058;0;74115120;0;0;11311649;0;1;16,65;0;0;16,65;00062627490;370650717      ;01-25-  -  -  ;CARTA A FATURAR CHANCELA;9912285916     ;83450505   ;29/04/2020
GO;16300793;AC RUBIATABA;16300793;29/04/2020;JU544280339BR;10065;0,058;0;74120020;0;0;11311649;0;1;16,65;0;0;16,65;00062627490;370650717      ;01-25-  -  -  ;CARTA A FATURAR CHANCELA;9912285916     ;83450505   ;29/04/2020
GO;16300793;AC RUBIATABA;16300793;29/04/2020;JU544280149BR;10065;0,02;0;03040000;0;0;11311649;0;1;14,75;0;0;14,75;00062627490;370650717      ;01-25-  -  -  ;CARTA A FATURAR CHANCELA;9912285916     ;83450505   ;29/04/2020
GO;16300793;AC RUBIATABA;16300793;29/04/2020;JU544280135BR;10065;0,02;0;65906297;0;0;11311649;0;1;14,75;0;0;14,75;00062627490;370650717      ;01-25-  -  -  ;CARTA A FATURAR CHANCELA;9912285916     ;83450505   ;29/04/2020
GO;16300793;AC RUBIATABA;16300793;29/04/2020;JU544280166BR;10065;0,02;0;68390000;0;0;11311649;0;1;14,75;0;0;14,75;00062627490;370650717      ;01-25-  -  -  ;CARTA A FATURAR CHANCELA;9912285916     ;83450505   ;29/04/2020
GO;16300793;AC RUBIATABA;16300793;29/04/2020;JU544280170BR;10065;0,02;0;78600348;0;0;11311649;0;1;14,75;0;0;14,75;00062627490;370650717      ;01-25-  -  -  ;CARTA A FATURAR CHANCELA;9912285916     ;83450505   ;29/04/2020
GO;16300793;AC RUBIATABA;16300793;29/04/2020;JU544280152BR;10065;0,02;0;76350000;0;0;11311649;0;1;14,75;0;0;14,75;00062627490;370650717      ;01-25-  -  -  ;CARTA A FATURAR CHANCELA;9912285916     ;83450505   ;29/04/2020
GO;16300793;AC RUBIATABA;16300793;29/04/2020;JU544280183BR;10065;0,02;0;76300000;0;0;11311649;0;1;14,75;0;0;14,75;00062627490;370650717      ;01-25-  -  -  ;CARTA A FATURAR CHANCELA;9912285916     ;83450505   ;29/04/2020
GO;16300793;AC RUBIATABA;16300793;29/04/2020;JU544280197BR;10065;0,02;0;74115120;0;0;11311649;0;1;14,75;0;0;14,75;00062627490;370650717      ;01-25-  -  -  ;CARTA A FATURAR CHANCELA;9912285916     ;83450505   ;29/04/2020
GO;16300793;AC RUBIATABA;16300793;29/04/2020;JU544280210BR;10065;0,038;0;38184200;0;0;11311649;0;1;15,55;0;0;15,55;00062627490;370650717      ;01-25-  -  -  ;CARTA A FATURAR CHANCELA;9912285916     ;83450505   ;29/04/2020
GO;16300793;AC RUBIATABA;16300793;29/04/2020;JU544280223BR;10065;0,038;0;74115100;0;0;11311649;0;1;15,55;0;0;15,55;00062627490;370650717      ;01-25-  -  -  ;CARTA A FATURAR CHANCELA;9912285916     ;83450505   ;29/04/2020
GO;16300793;AC RUBIATABA;16300793;29/04/2020;JU544280237BR;10065;0,038;0;76300000;0;0;11311649;0;1;15,55;0;0;15,55;00062627490;370650717      ;01-25-  -  -  ;CARTA A FATURAR CHANCELA;9912285916     ;83450505   ;29/04/2020
GO;16300793;AC RUBIATABA;16300793;29/04/2020;JU544280245BR;10065;0,038;0;19780000;0;0;11311649;0;1;15,55;0;0;15,55;00062627490;370650717      ;01-25-  -  -  ;CARTA A FATURAR CHANCELA;9912285916     ;83450505   ;29/04/2020
GO;16300793;AC RUBIATABA;16300793;29/04/2020;JU544280254BR;10065;0,038;0;75909468;0;0;11311649;0;1;15,55;0;0;15,55;00062627490;370650717      ;01-25-  -  -  ;CARTA A FATURAR CHANCELA;9912285916     ;83450505   ;29/04/2020
GO;16300793;AC RUBIATABA;16300793;29/04/2020;JU544280268BR;10065;0,038;0;76350000;0;0;11311649;0;1;15,55;0;0;15,55;00062627490;370650717      ;01-25-  -  -  ;CARTA A FATURAR CHANCELA;9912285916     ;83450505   ;29/04/2020
GO;16300793;AC RUBIATABA;16300793;29/04/2020;JU544280271BR;10065;0,038;0;74110030;0;0;11311649;0;1;15,55;0;0;15,55;00062627490;370650717      ;01-25-  -  -  ;CARTA A FATURAR CHANCELA;9912285916     ;83450505   ;29/04/2020
GO;16300793;AC RUBIATABA;16300793;29/04/2020;JU544280285BR;10065;0,038;0;65919370;0;0;11311649;0;1;15,55;0;0;15,55;00062627490;370650717      ;01-25-  -  -  ;CARTA A FATURAR CHANCELA;9912285916     ;83450505   ;29/04/2020
GO;16300793;AC RUBIATABA;16300793;29/04/2020;OD786909758BR;4162;1,542;0;74110030;0;0;15030903;0;1;22,96;0;0;22,96;00070827524;370651879      ;  -  -  -  -  ;SEDEX CONTRATO AGENCIA;9912369880     ;83450505   ;29/04/2020
GO;16300793;AC RUBIATABA;16300793;29/04/2020;OD786909761BR;4170;2,86;0;74120020;0;0;12192449;0;1;30,91;0;0;30,91;00064376320;370654493      ;01-  -  -  -  ;SEDEX REVERSO ESPELHO 04162;9912298286     ;83450505   ;29/04/2020
GO;16300793;AC RUBIATABA;16300793;29/04/2020;IF819017526BR;34207;0;0;00000000;0;0;0;0;1;7;0;0;7;00000000000;               ;  -  -  -  -  ;CPF - INSCRIÇÃO;               ;83450505   ;29/04/2020
GO;16300793;AC RUBIATABA;16300793;29/04/2020;IF819017530BR;34207;0;0;00000000;0;0;0;0;1;7;0;0;7;00000000000;               ;  -  -  -  -  ;CPF - INSCRIÇÃO;               ;83450505   ;29/04/2020
GO;16300793;AC RUBIATABA;16300793;29/04/2020;IF819017543BR;34207;0;0;00000000;0;0;0;0;1;7;0;0;7;00000000000;               ;  -  -  -  -  ;CPF - INSCRIÇÃO;               ;83450505   ;29/04/2020
GO;16300793;AC RUBIATABA;16300793;29/04/2020;IF819017557BR;34207;0;0;00000000;0;0;0;0;1;7;0;0;7;00000000000;               ;  -  -  -  -  ;CPF - INSCRIÇÃO;               ;83450505   ;29/04/2020
GO;16300793;AC RUBIATABA;16300793;29/04/2020;IF819017565BR;34207;0;0;00000000;0;0;0;0;1;7;0;0;7;00000000000;               ;  -  -  -  -  ;CPF - INSCRIÇÃO;               ;83450505   ;29/04/2020
GO;16300793;AC RUBIATABA;16300793;29/04/2020;IF819017574BR;34207;0;0;00000000;0;0;0;0;1;7;0;0;7;00000000000;               ;  -  -  -  -  ;CPF - INSCRIÇÃO;               ;83450505   ;29/04/2020
GO;16300793;AC RUBIATABA;16300793;29/04/2020;PM589379625BR;4677;0,388;0;05537001;0;21;11169800;0;1;42,88;0;0;42,88;00071109641;370674774      ;64-  -  -  -  ;PAC REVERSO ESPELHO 04669;9912278851     ;83450505   ;29/04/2020
GO;16300793;AC RUBIATABA;16300793;29/04/2020;JU544280342BR;12483;0,095;0;05466030;0;0;0;0;1;16,65;0;0;16,65;00000000000;               ;24-39-  -  -  ;CARTA REGISTRADA À VISTA;               ;83450505   ;29/04/2020
GO;16300793;AC RUBIATABA;16300793;30/04/2020;IF819017588BR;34223;0;0;00000000;0;0;0;0;1;7;0;0;7;00000000000;               ;  -  -  -  -  ;CPF - ALTERAÇÃO;               ;83450505   ;30/04/2020
GO;16300793;AC RUBIATABA;16300793;30/04/2020;JU544280356BR;12483;0,025;0;76350000;0;0;0;0;1;15,55;0;0;15,55;00000000000;               ;24-39-  -  -  ;CARTA REGISTRADA À VISTA;               ;83450505   ;30/04/2020
GO;16300793;AC RUBIATABA;16300793;30/04/2020;JU544280356BR;12483;0,025;0;76350000;0;0;0;0;-1;-15,55;0;0;-15,55;00000000000;               ;24-39-  -  -  ;CARTA REGISTRADA À VISTA;               ;83450505   ;30/04/2020
GO;16300793;AC RUBIATABA;16300793;30/04/2020;JU544280360BR;10065;0,025;0;76350000;0;0;17041821;0;1;15,55;0;0;15,55;00072987952;370764995      ;01-25-  -  -  ;CARTA A FATURAR CHANCELA;9912409959     ;83450505   ;30/04/2020
GO;16300793;AC RUBIATABA;16300793;30/04/2020;JU544280373BR;10065;0,024;0;20230070;0;0;17041821;0;1;15,55;0;0;15,55;00072987952;370765970      ;01-25-  -  -  ;CARTA A FATURAR CHANCELA;9912409959     ;83450505   ;30/04/2020
GO;16300793;AC RUBIATABA;16300793;30/04/2020;JU544280387BR;10065;0,025;0;74805100;0;0;17041821;0;1;15,55;0;0;15,55;00072987952;370765782      ;01-25-  -  -  ;CARTA A FATURAR CHANCELA;9912409959     ;83450505   ;30/04/2020
GO;16300793;AC RUBIATABA;16300793;30/04/2020;JU544280395BR;10065;0,025;0;74805180;0;0;17041821;0;1;15,55;0;0;15,55;00072987952;370766485      ;01-25-  -  -  ;CARTA A FATURAR CHANCELA;9912409959     ;83450505   ;30/04/2020
GO;16300793;AC RUBIATABA;16300793;30/04/2020;JU544280400BR;12483;0,032;0;01502970;0;0;0;0;1;15,55;0;0;15,55;00000000000;               ;24-39-  -  -  ;CARTA REGISTRADA À VISTA;               ;83450505   ;30/04/2020
GO;16300793;AC RUBIATABA;16300793;30/04/2020;PM589379634BR;4510;1,415;0;02413200;0;0;0;0;1;64,1;0;0;64,1;00000000000;               ;  -  -  -  -  ;PAC A VISTA;               ;83450505   ;30/04/2020
GO;16300793;AC RUBIATABA;16300793;30/04/2020;IF819017591BR;34223;0;0;00000000;0;0;0;0;1;7;0;0;7;00000000000;               ;  -  -  -  -  ;CPF - ALTERAÇÃO;               ;83450505   ;30/04/2020
GO;16300793;AC RUBIATABA;16300793;30/04/2020;JU544280413BR;12483;0,067;0;86702670;0;0;0;0;1;16,65;0;0;16,65;00000000000;               ;24-39-  -  -  ;CARTA REGISTRADA À VISTA;               ;83450505   ;30/04/2020
GO;16300793;AC RUBIATABA;16300793;30/04/2020;PW856158939BR;4669;0,463;0;80010130;0;0;11169800;0;1;58,86;0;0;58,86;00067059090;951764         ;  -  -  -  -  ;PAC CONTRATO AGENCIA;9912278851     ;83450505   ;30/04/2020
GO;16300793;AC RUBIATABA;16300793;30/04/2020;IF819017605BR;34207;0;0;00000000;0;0;0;0;1;7;0;0;7;00000000000;               ;  -  -  -  -  ;CPF - INSCRIÇÃO;               ;83450505   ;30/04/2020
GO;16300793;AC RUBIATABA;16300793;30/04/2020;OD786909775BR;4170;0,223;0;40255370;0;50;13352490;0;1;79,41;0;0;79,41;00073146498;370822640      ;19-  -  -  -  ;SEDEX REVERSO ESPELHO 04162;9912332854     ;83450505   ;30/04/2020
GO;16300793;AC RUBIATABA;16300793;30/04/2020;PM589379648BR;4677;0,251;0;37640902;0;0;11328401;0;1;42,87;0;0;42,87;00062758870;370823592      ;  -  -  -  -  ;PAC REVERSO ESPELHO 04669;9912286743     ;83450505   ;30/04/2020
GO;16300793;AC RUBIATABA;16300793;30/04/2020;PM589379651BR;4677;0,903;0;37640902;0;0;11328401;0;1;44,45;0;0;44,45;00062758870;370826300      ;  -  -  -  -  ;PAC REVERSO ESPELHO 04669;9912286743     ;83450505   ;30/04/2020
GO;16300793;AC RUBIATABA;16300793;30/04/2020;PM589379665BR;4510;0,428;0;76400000;0;0;0;0;1;24,3;0;0;24,3;00000000000;               ;  -  -  -  -  ;PAC A VISTA;               ;83450505   ;30/04/2020
GO;16300793;AC RUBIATABA;16300793;30/04/2020;PM589379679BR;4510;2,1;0;06784665;0;0;0;0;1;70,8;0;0;70,8;00000000000;               ;  -  -  -  -  ;PAC A VISTA;               ;83450505   ;30/04/2020
GO;16300793;AC RUBIATABA;16300793;30/04/2020;PM589379682BR;4510;5,95;0;35300450;0;0;0;0;1;71,6;0;0;71,6;00000000000;               ;  -  -  -  -  ;PAC A VISTA;               ;83450505   ;30/04/2020
GO;16300793;AC RUBIATABA;16300793;30/04/2020;JU544280427BR;12483;0,015;0;74510040;0;0;0;0;1;8,4;0;0;8,4;00000000000;               ;24-  -  -  -  ;CARTA REGISTRADA À VISTA;               ;83450505   ;30/04/2020
GO;16300793;AC RUBIATABA;16300793;30/04/2020;PM589379696BR;4677;0,385;0;89010900;0;0;16001567;0;1;58,86;0;0;58,86;00071856463;370833401      ;  -  -  -  -  ;PAC REVERSO ESPELHO 04669;9912389693     ;83450505   ;30/04/2020
GO;16300793;AC RUBIATABA;16300793;30/04/2020;PM589379705BR;4677;0,36;0;89010900;0;0;16001567;0;1;58,86;0;0;58,86;00071856463;370834886      ;  -  -  -  -  ;PAC REVERSO ESPELHO 04669;9912389693     ;83450505   ;30/04/2020
GO;16300793;AC RUBIATABA;16300793;30/04/2020;PM589379719BR;4677;0,72;0;37640915;0;0;11015292;0;1;44,45;0;0;44,45;00064820122;370842606      ;  -  -  -  -  ;PAC REVERSO ESPELHO 04669;9912271175     ;83450505   ;30/04/2020
GO;16300793;AC RUBIATABA;16300793;30/04/2020;PM589379722BR;4677;0,188;0;37640915;0;0;11015292;0;1;42,87;0;0;42,87;00064820122;370844525      ;  -  -  -  -  ;PAC REVERSO ESPELHO 04669;9912271175     ;83450505   ;30/04/2020
GO;16300793;AC RUBIATABA;16300793;30/04/2020;OD786909789BR;4014;0,045;0;74080100;0;0;0;0;1;25,8;0;0;25,8;00000000000;               ;  -  -  -  -  ;SEDEX A VISTA;               ;83450505   ;30/04/2020
